Image X[Pixel],Image Y[Pixel],X[mm],Y[mm],Z[mm],Horizontal Displacement U[mm],Vertical Displacement V[mm],Out-Of-Plane: W[mm],Horizontal: u[Pixel],Vertical: v[Pixel],Horizontal: q[Pixel],Vertical: r[Pixel],Correlation Value 2D,Correlation Value Persp,Sigma,Epipolar Distance,Strain-global frame: Exx,Strain-global frame: Eyy,Strain-global frame: Exy,Maximum Principal Strain: EI,Minimum Principal Strain: EII,Shear Angle Gamma,Von Mises Equivalent Strain,
2146,2713,-2.4583459769268,1.48632148163333,-0.0330080651752951,0.003574,0.000886,0.001721,0.159589,0.059149,319.736799,24.479509,0.999529,0.991745,0.003833,0.376783,0.000010,-0.000027,0.000000,0.000010,-0.000027,-0.049722,0.000027,
2011,2068,-5.29200646258935,-12.6056977115668,0.0167867024601378,0.004004,0.001147,-0.003194,0.192732,0.043723,331.279207,24.909501,0.999360,0.991265,0.003965,0.365805,0.000004,0.000004,0.000006,0.000010,-0.000003,44.759894,0.000010,
2146,2683,-2.45259138565243,0.832718172711338,-0.0308642920489319,0.004130,0.000808,0.000176,0.189832,0.056816,320.271713,24.434446,0.999412,0.990510,0.003825,0.403217,0.000005,-0.000020,0.000002,0.000006,-0.000020,4.775258,0.000021,
2176,2833,-1.82601274059042,4.09855214378637,-0.0409200272515591,0.004507,0.001215,-0.002195,0.214744,0.044178,317.666470,24.568656,0.999594,0.994160,0.003411,0.372294,0.000000,-0.000017,0.000007,0.000003,-0.000020,19.022331,0.000021,
2296,2083,0.922197451602656,-12.2818871041158,0.022866371207158,0.003996,0.000966,0.000232,0.182551,0.082000,330.044682,23.225685,0.999331,0.983186,0.005090,0.326725,-0.000014,0.000002,-0.000003,0.000003,-0.000015,-79.544953,0.000016,
2221,3103,-0.892048435985416,9.96016571364011,0.0193134456297912,0.003972,0.000535,-0.001495,0.188042,0.024470,313.608994,24.918988,0.999461,0.992144,0.003637,0.384635,-0.000011,-0.000038,-0.000003,-0.000011,-0.000038,-6.302639,0.000052,
2116,2563,-3.084793945966,-1.78265200022605,-0.0275772175642715,0.004180,0.001068,-0.001464,0.197005,0.078518,322.376007,24.394582,0.999250,0.987970,0.004488,0.439932,0.000013,0.000008,0.000018,0.000028,-0.000007,40.382003,0.000029,
2236,3148,-0.574266725628615,10.9377887843242,0.0217552491653805,0.004131,0.000803,0.000094,0.190383,0.045276,312.859158,25.062165,0.999359,0.990705,0.003877,0.380292,-0.000011,-0.000032,-0.000002,-0.000010,-0.000032,-5.326689,0.000045,
2056,2278,-4.34408088827082,-8.00547753393619,-0.00726700160527116,0.004317,0.001174,-0.003467,0.208438,0.050304,327.455008,24.710073,0.999676,0.990897,0.004137,0.254588,-0.000013,-0.000009,0.000014,0.000004,-0.000025,48.696050,0.000027,
2491,3043,4.98417083438717,8.68113503156417,-0.00532163629139859,0.003882,0.000786,0.002302,0.169930,0.052284,314.381093,25.818509,0.999741,0.993249,0.003484,0.323323,0.000006,-0.000009,0.000008,0.000010,-0.000013,23.379058,0.000013,
