Image X[Pixel],Image Y[Pixel],X[mm],Y[mm],Z[mm],Horizontal Displacement U[mm],Vertical Displacement V[mm],Out-Of-Plane: W[mm],Horizontal: u[Pixel],Vertical: v[Pixel],Horizontal: q[Pixel],Vertical: r[Pixel],Correlation Value 2D,Correlation Value Persp,Sigma,Epipolar Distance,Strain-global frame: Exx,Strain-global frame: Eyy,Strain-global frame: Exy,Maximum Principal Strain: EI,Minimum Principal Strain: EII,Shear Angle Gamma,Von Mises Equivalent Strain,
2311,2098,1.24318173763247,-11.9912163331069,0.0115133848094615,0.000603,-0.037410,-0.004952,0.030119,-1.704200,329.573864,21.354005,0.999178,0.980533,0.005628,0.351880,0.000685,0.000761,-0.000021,0.000766,0.000680,-75.449470,0.001447,
2476,2923,4.68010662793121,6.03741971963988,-0.0153038554788623,0.002863,-0.033798,0.005013,0.098071,-1.508903,316.176710,23.720128,0.999115,0.985336,0.004678,0.358181,0.000018,0.000001,0.000000,0.000018,0.000001,-1.148895,0.000022,
2191,2893,-1.51008186864154,5.36827818912682,-0.0108678326295149,0.003122,-0.032453,0.002175,0.125327,-1.441367,316.828637,23.100323,0.999770,0.994799,0.003205,0.428024,0.000019,0.000028,0.000003,0.000029,0.000018,73.812171,0.000047,
2041,2173,-4.66129984427844,-10.3402886358718,0.00379167085168319,-0.002732,-0.034359,-0.003858,-0.125461,-1.559655,329.014371,23.065965,0.999285,0.987969,0.004527,0.389363,0.000583,0.000490,0.000104,0.000651,0.000423,32.922885,0.001081,
2461,2848,4.36751604775619,4.40497577534195,-0.0295598142558333,0.002891,-0.033935,0.005706,0.097002,-1.502492,317.247371,23.353690,0.999702,0.992641,0.003475,0.430260,0.000034,0.000001,-0.000005,0.000034,0.000000,-8.812137,0.000040,
2086,2383,-3.71170156002371,-5.74540514836033,-0.0143289628595653,0.000299,-0.032914,-0.004091,0.014771,-1.488968,325.379652,22.915717,0.998015,0.980444,0.005635,0.390696,0.000275,0.000172,0.000039,0.000288,0.000159,18.793802,0.000453,
2056,2233,-4.34329152768285,-9.02541490846458,-0.00240733241298585,-0.002017,-0.033277,-0.003912,-0.092182,-1.500894,327.945804,23.042401,0.999197,0.986770,0.004748,0.381770,0.000477,0.000422,0.000105,0.000558,0.000341,37.671448,0.000907,
2341,2248,1.86906619878858,-8.70137057633396,0.000781659852350458,0.000701,-0.036052,0.002543,0.009161,-1.598065,327.033492,21.596466,0.998744,0.980948,0.005439,0.428076,0.000429,0.000402,-0.000014,0.000435,0.000396,-23.372961,0.000831,
2146,2668,-2.45127716626412,0.471080365235679,-0.020428703013522,0.002276,-0.032610,0.000217,0.092795,-1.456590,320.530763,22.809392,0.999586,0.990931,0.003815,0.505577,0.000084,0.000043,-0.000009,0.000086,0.000041,-12.145322,0.000130,
2281,1993,0.607172225053411,-14.2972790617881,0.0207030235412731,-0.000108,-0.038692,-0.009070,0.010761,-1.778729,331.347149,21.289985,0.999113,0.967220,0.007044,0.304420,0.000845,0.000901,-0.000040,0.000922,0.000824,-62.386072,0.001747,
2041,2158,-4.65977323195108,-10.6675498150184,0.0013661988093645,-0.002849,-0.035216,0.003077,-0.150302,-1.576426,329.209821,23.162284,0.999175,0.985689,0.004993,0.281416,0.000596,0.000525,0.000106,0.000672,0.000449,35.675652,0.001129,
2056,2248,-4.34503445632642,-8.69869277564806,-0.00072386549067005,-0.001624,-0.034070,-0.004205,-0.073553,-1.554369,327.738131,22.985180,0.999041,0.984243,0.004997,0.382455,0.000450,0.000408,0.000091,0.000523,0.000335,38.491934,0.000865,
2266,3283,0.0509723200618915,13.8332484362703,0.0122471140740572,0.004047,-0.033214,0.008802,0.144804,-1.470315,310.487121,23.778354,0.999548,0.992248,0.003443,0.492695,0.000003,0.000009,0.000016,0.000023,-0.000011,50.648002,0.000023,
2251,3193,-0.256201877310335,11.8800729679401,0.045352323180964,0.003788,-0.033399,0.010365,0.128041,-1.474945,312.251394,23.643674,0.999490,0.992006,0.003547,0.406791,0.000003,0.000012,-0.000006,0.000015,0.000000,-63.662754,0.000018,
2101,2488,-3.40157029888494,-3.45406421440981,-0.0166364311801885,0.000983,-0.032956,-0.000354,0.035280,-1.475535,323.613591,22.789907,0.999145,0.988848,0.004290,0.500473,0.000175,0.000062,0.000023,0.000180,0.000057,10.998093,0.000247,
2011,2053,-5.29896166934271,-12.9695979020078,0.00384029874419411,-0.004571,-0.035812,-0.007345,-0.200682,-1.658599,331.047575,23.270810,0.999231,0.989870,0.004245,0.314805,0.000853,0.000608,0.000141,0.000918,0.000544,24.552377,0.001478,
2086,2398,-3.71388447514692,-5.41840678098696,-0.0122335721777063,0.000303,-0.032898,-0.004300,0.015592,-1.473461,325.156232,22.870077,0.998590,0.983058,0.005163,0.452631,0.000262,0.000140,0.000035,0.000271,0.000130,14.874604,0.000410,
2026,2113,-4.97924879003556,-11.6552574169911,0.00721056519671492,-0.003141,-0.034957,-0.006398,-0.137386,-1.611672,330.083553,23.134709,0.998493,0.977381,0.005989,0.374827,0.000713,0.000609,0.000151,0.000821,0.000502,35.500623,0.001335,
2326,2173,1.55646981488968,-10.3443708063088,0.00516092842332228,0.000743,-0.036067,-0.003850,0.033285,-1.624536,328.307185,21.544358,0.998631,0.978313,0.005618,0.337395,0.000545,0.000562,-0.000017,0.000573,0.000535,-57.925188,0.001108,
2506,3088,5.30252813242464,9.62387920471278,0.0161964329590205,0.003681,-0.033611,0.006973,0.127664,-1.493682,313.850532,24.394134,0.999676,0.992549,0.003527,0.424632,0.000022,0.000022,0.000030,0.000053,-0.000008,45.083487,0.000057,
2446,2773,4.05568407670078,2.77054729163034,-0.0340548177291566,0.002352,-0.033443,-0.002214,0.102262,-1.510261,318.409174,22.995389,0.999486,0.987583,0.004432,0.500473,0.000056,0.000052,0.000018,0.000072,0.000036,41.740149,0.000110,
2356,2323,2.18245509952479,-7.05978688871068,-0.000433390708849402,0.000950,-0.035379,0.002144,0.022039,-1.573293,325.825530,21.687104,0.999661,0.993691,0.003813,0.498220,0.000321,0.000281,0.000002,0.000321,0.000281,2.894768,0.000602,
2491,2998,4.99325478637673,7.66735304256113,0.00691832686123917,0.003176,-0.033778,0.007716,0.101798,-1.508594,315.178830,23.999774,0.999336,0.987190,0.004268,0.400698,0.000030,0.000016,0.000026,0.000050,-0.000005,37.637262,0.000055,
2011,2008,-5.29343086824319,-13.9574435977841,0.0084787030622806,-0.005767,-0.036647,-0.007618,-0.255026,-1.689785,331.752827,23.266276,0.997944,0.981748,0.005735,0.313598,0.000993,0.000649,0.000170,0.001063,0.000579,22.387443,0.001665,
2191,2908,-1.51245375739618,5.69178476090499,0.0013826383847686,0.003042,-0.033352,0.010426,0.095475,-1.447035,316.658092,22.982127,0.999769,0.994638,0.003259,0.554360,0.000020,0.000021,0.000004,0.000024,0.000017,49.415540,0.000041,
2296,2038,0.926818167322768,-13.3091233701472,0.0237367494949581,-0.000359,-0.037601,-0.010153,0.003515,-1.743077,330.626141,21.333435,0.998967,0.983029,0.005303,0.290884,0.000786,0.000844,-0.000025,0.000854,0.000777,-69.456172,0.001631,
2236,3148,-0.574614851435978,10.9042922986698,0.0292884599572858,0.003782,-0.032693,0.007627,0.137392,-1.451807,312.894298,23.514251,0.999330,0.990753,0.003882,0.429016,-0.000002,0.000005,-0.000008,0.000011,-0.000007,-56.946516,0.000011,
2161,2773,-2.14359619492858,2.75821956487815,-0.0263896159490855,0.002276,-0.033123,0.006586,0.072993,-1.455084,318.699898,22.929584,0.999434,0.989784,0.004004,0.452527,0.000043,0.000046,-0.000012,0.000057,0.000033,-48.336970,0.000090,
2026,2128,-4.98190321512527,-11.3260619699171,0.00308766718478637,-0.003389,-0.034846,-0.006907,-0.147343,-1.612210,329.798716,23.145115,0.998449,0.976882,0.006193,0.357228,0.000674,0.000599,0.000149,0.000790,0.000483,37.906886,0.001285,
2266,3298,0.0488383960860084,14.1590838830662,0.0183865526737463,0.004149,-0.032934,0.008213,0.151544,-1.467170,310.298695,23.913112,0.999596,0.992474,0.003499,0.384961,0.000010,0.000015,0.000013,0.000026,-0.000001,51.368715,0.000029,
2401,2548,3.12036921913753,-2.1387148964473,-0.0122169045574196,0.001623,-0.033695,0.001540,0.055144,-1.500635,322.140880,22.322697,0.999404,0.989156,0.004539,0.466365,0.000128,0.000047,0.000012,0.000130,0.000046,8.195842,0.000182,
2011,2023,-5.29446467060743,-13.6291238110087,0.00463457261116673,-0.004754,-0.035928,-0.012911,-0.194014,-1.699315,331.542089,23.168263,0.997963,0.980449,0.005839,0.393445,0.000936,0.000581,0.000146,0.000989,0.000528,19.720410,0.001540,
2206,2983,-1.19886769313951,7.32382215165264,0.00218751380776894,0.003508,-0.032522,0.005997,0.130743,-1.435851,315.432015,23.257999,0.999419,0.991284,0.003707,0.399340,0.000010,0.000018,0.000005,0.000020,0.000008,64.708710,0.000029,
2116,2548,-3.08552636322848,-2.14363622883219,-0.0271894170140285,0.001215,-0.032653,0.001686,0.039914,-1.450172,322.490556,22.803830,0.999171,0.986835,0.004569,0.497606,0.000130,0.000045,0.000023,0.000136,0.000039,14.292133,0.000184,
2311,2113,1.24103601020928,-11.6630126977006,0.0137209777594762,0.000757,-0.036795,-0.008558,0.049700,-1.709850,329.370647,21.346806,0.999087,0.980837,0.005515,0.388623,0.000656,0.000731,-0.000020,0.000736,0.000652,-76.081261,0.001388,
2236,3133,-0.573057555497005,10.5800072180717,0.0173167778584684,0.003389,-0.032578,0.005701,0.125621,-1.437396,313.027227,23.503914,0.999626,0.992118,0.003747,0.433778,-0.000003,0.000005,-0.000009,0.000011,-0.000009,-57.941965,0.000011,
2161,2758,-2.14068845096296,2.43093713924739,-0.0197157640681667,0.002296,-0.033350,0.007635,0.070601,-1.467708,318.997312,22.898603,0.999196,0.986251,0.004387,0.460737,0.000043,0.000049,-0.000015,0.000062,0.000030,-50.203426,0.000094,
2071,2323,-4.02911411524083,-7.05798874189193,-0.00325142287624658,-0.000416,-0.033262,-0.000243,-0.029152,-1.489752,326.472604,22.919653,0.999170,0.987288,0.004648,0.439376,0.000346,0.000237,0.000049,0.000365,0.000218,20.877977,0.000589,
2386,2473,2.80835127873653,-3.77653817999061,-0.0122433020418953,0.001936,-0.033729,-0.000274,0.076174,-1.496540,323.365010,22.150378,0.999301,0.988697,0.004530,0.445534,0.000183,0.000114,0.000022,0.000190,0.000108,16.471666,0.000301,
2491,3013,4.98992702650177,7.99383560056382,0.00393138945662486,0.003219,-0.033941,0.008263,0.101578,-1.514777,314.907798,24.079892,0.999601,0.992133,0.003565,0.372616,0.000031,0.000022,0.000024,0.000051,0.000002,39.745227,0.000060,
2476,2938,4.67746321109431,6.3629632254536,-0.0100996069177768,0.002890,-0.033836,0.005722,0.096622,-1.506037,315.973884,23.742011,0.999243,0.988362,0.004238,0.395288,0.000022,-0.000002,-0.000004,0.000023,-0.000002,-8.880812,0.000025,
2431,2698,3.74413223205883,1.13646387415832,-0.0237921077396095,0.002139,-0.033871,0.002344,0.075497,-1.500166,319.663837,22.881596,0.999753,0.991476,0.003758,0.364750,0.000076,0.000056,0.000018,0.000086,0.000046,29.583286,0.000134,
2146,2698,-2.45712724679736,1.12548401881857,-0.0292014172219979,0.002374,-0.033213,0.006434,0.078300,-1.454067,319.956139,22.861750,0.999423,0.989569,0.004006,0.472247,0.000073,0.000045,-0.000014,0.000079,0.000040,-22.502425,0.000121,
2131,2608,-2.76803340808589,-0.83606467375354,-0.018388995156954,0.001792,-0.032898,0.002892,0.062588,-1.454144,321.550563,22.835890,0.999272,0.988912,0.004481,0.463256,0.000101,0.000040,0.000006,0.000101,0.000039,5.700945,0.000145,
2446,2788,4.05317779236488,3.09696723618777,-0.0254641098026696,0.002570,-0.033586,0.003008,0.092721,-1.501603,318.226879,23.079730,0.999433,0.988057,0.004265,0.476829,0.000053,0.000042,0.000011,0.000059,0.000035,31.712554,0.000095,
2326,2188,1.55501037370434,-10.0171412550967,0.0093605050116139,0.001146,-0.035181,-0.011547,0.078557,-1.641814,328.146277,21.507325,0.998917,0.981111,0.005421,0.393828,0.000520,0.000538,-0.000019,0.000550,0.000509,-58.148670,0.001059,
2101,2458,-3.39687770871451,-4.10868971179802,-0.0128879915412767,0.000767,-0.033231,0.000812,0.021868,-1.484418,324.115933,22.821459,0.999293,0.988123,0.004390,0.455127,0.000187,0.000076,0.000023,0.000192,0.000071,11.168475,0.000272,
2131,2623,-2.77036133708421,-0.509120300211791,-0.0175301859798651,0.001894,-0.032753,0.003558,0.065301,-1.445291,321.317371,22.852756,0.999407,0.989247,0.004260,0.461377,0.000098,0.000041,0.000002,0.000099,0.000041,2.193161,0.000144,
2416,2623,3.43208464769636,-0.500839543295008,-0.0229459932881468,0.002040,-0.033929,0.002524,0.070454,-1.493906,320.865185,22.518398,0.999297,0.987680,0.004298,0.495847,0.000097,0.000024,0.000023,0.000103,0.000017,15.863413,0.000130,
2221,3058,-0.885115352200391,8.95050469951342,0.0226916185438881,0.003439,-0.033083,0.008160,0.120143,-1.449000,314.329523,23.298756,0.999757,0.994065,0.003078,0.475686,0.000005,-0.000001,-0.000010,0.000012,-0.000008,-37.509617,0.000013,
2296,2068,0.921798080195757,-12.6512077607301,0.0232384487524087,0.000290,-0.037735,-0.007285,0.023546,-1.741209,330.159724,21.349770,0.999113,0.981146,0.005366,0.343367,0.000730,0.000816,-0.000015,0.000818,0.000727,-80.111382,0.001547,
2146,2683,-2.45444306615758,0.798483482668956,-0.0251661404991523,0.002278,-0.033427,0.005874,0.075480,-1.479850,320.230569,22.873013,0.999433,0.989862,0.003896,0.427040,0.000077,0.000046,-0.000012,0.000081,0.000042,-18.340188,0.000125,
2011,2068,-5.30039557813969,-12.641284234191,0.00799272980231081,-0.004385,-0.034439,-0.011988,-0.179236,-1.629897,330.863145,23.240418,0.999350,0.990432,0.004138,0.364831,0.000817,0.000629,0.000153,0.000902,0.000544,29.125811,0.001461,
2071,2353,-4.03338789479226,-6.40155351881567,-0.00439979044301708,-0.000077,-0.032812,-0.001283,-0.010449,-1.450690,325.997867,22.954530,0.998347,0.981559,0.005415,0.440969,0.000308,0.000193,0.000047,0.000325,0.000176,19.416487,0.000508,
2056,2263,-4.34708268503367,-8.36943001557914,-0.00454954035205901,-0.001063,-0.033708,-0.002482,-0.052558,-1.516709,327.485325,23.017906,0.999077,0.982227,0.005367,0.384419,0.000429,0.000382,0.000095,0.000503,0.000308,38.003933,0.000819,
2461,2863,4.36484851626598,4.73135829066114,-0.0253871065109479,0.002684,-0.033490,0.003063,0.097646,-1.483318,317.037905,23.410131,0.999481,0.990186,0.003829,0.446983,0.000034,0.000005,-0.000002,0.000034,0.000005,-2.928100,0.000042,
2281,2038,0.597682151626152,-13.3064085118443,0.00369478677566804,-0.000400,-0.037516,-0.010399,0.002242,-1.725479,330.472725,21.404643,0.998880,0.983574,0.005324,0.338117,0.000771,0.000829,-0.000015,0.000833,0.000767,-75.948302,0.001601,
2086,2413,-3.71604052609461,-5.09195960155911,-0.00617062840268545,0.000325,-0.033362,-0.000717,0.006117,-1.486816,324.955832,22.845131,0.998802,0.983695,0.004928,0.464686,0.000254,0.000118,0.000035,0.000263,0.000110,13.644953,0.000383,
2026,2143,-4.98351095691915,-10.9979009453064,0.00523307490425395,-0.002952,-0.034048,-0.007055,-0.126642,-1.579259,329.596512,23.100964,0.997951,0.977385,0.006116,0.427475,0.000647,0.000577,0.000128,0.000745,0.000479,37.421281,0.001234,
2086,2428,-3.7181783892564,-4.76355008199564,-0.0102242515249031,0.000713,-0.032875,-0.001848,0.027348,-1.483073,324.700827,22.891296,0.999087,0.985968,0.004635,0.422819,0.000236,0.000109,0.000045,0.000250,0.000094,17.770502,0.000356,
2341,2263,1.86656889711413,-8.37290776888981,0.00463619143232563,0.000665,-0.035386,0.001925,0.009936,-1.579132,326.823954,21.657840,0.998957,0.982021,0.005258,0.424333,0.000401,0.000370,-0.000019,0.000410,0.000361,-24.653256,0.000772,
2446,2803,4.05022477383818,3.42461957430483,-0.0262899852332339,0.002800,-0.033515,0.004379,0.098257,-1.485500,317.980242,23.200754,0.999534,0.989468,0.004014,0.424255,0.000045,0.000032,0.000008,0.000049,0.000028,24.833994,0.000078,
2011,2083,-5.30339645551237,-12.3123305618332,0.00772552936854254,-0.004823,-0.035409,-0.005412,-0.217424,-1.625398,330.582596,23.248889,0.998535,0.980710,0.005552,0.352512,0.000778,0.000633,0.000157,0.000878,0.000533,32.631969,0.001425,
2101,2503,-3.40388402218563,-3.12625566856155,-0.0166676084311348,0.001147,-0.033177,0.001145,0.038363,-1.475831,323.373749,22.848631,0.999164,0.988698,0.004257,0.444008,0.000172,0.000059,0.000022,0.000176,0.000055,10.544115,0.000241,
2281,2008,0.604453126444138,-13.9678296160077,0.017398074400603,-0.000168,-0.038040,-0.012586,0.019981,-1.760422,331.087862,21.271524,0.999207,0.981828,0.005450,0.372752,0.000825,0.000872,-0.000025,0.000882,0.000814,-66.815711,0.001697,
2026,2158,-4.98579882288769,-10.6675647744119,0.00696982418133985,-0.002816,-0.034397,-0.001706,-0.135190,-1.556617,329.360643,23.266103,0.999132,0.985159,0.004935,0.277932,0.000607,0.000522,0.000111,0.000683,0.000446,34.514964,0.001138,
2296,2053,0.924373360001834,-12.9801065028002,0.0232706893309569,0.000239,-0.037873,-0.006125,0.017231,-1.731476,330.394800,21.331150,0.998794,0.981328,0.005493,0.338369,0.000758,0.000832,-0.000020,0.000838,0.000753,-75.775783,0.001591,
2161,2803,-2.14736682039541,3.41042986223302,-0.0188000323797155,0.002731,-0.032527,0.002329,0.107196,-1.449921,318.309908,22.972227,0.999565,0.991053,0.003862,0.434934,0.000038,0.000052,-0.000009,0.000056,0.000034,-64.350278,0.000091,
2236,3178,-0.579137581418376,11.5535539261262,0.040661809529297,0.003831,-0.033068,0.008283,0.137365,-1.466298,312.499148,23.516400,0.999404,0.990713,0.003764,0.452103,0.000000,0.000010,-0.000007,0.000014,-0.000003,-63.423000,0.000014,
2176,2848,-1.82957831997296,4.38982062657703,-0.0205603124934441,0.002763,-0.032986,0.007554,0.092137,-1.441003,317.495518,23.012429,0.999305,0.990869,0.003820,0.453693,0.000032,0.000047,0.000001,0.000048,0.000032,85.966776,0.000080,
2041,2188,-4.66345284754942,-10.0109281026254,-3.41380967938676E-05,-0.002615,-0.033350,-0.006939,-0.111246,-1.536140,328.755375,23.093543,0.999111,0.985968,0.004821,0.380528,0.000549,0.000496,0.000111,0.000636,0.000408,38.276057,0.001052,
2176,2833,-1.82779695485805,4.06404412668232,-0.0270920350159827,0.002723,-0.033293,0.011633,0.077499,-1.455065,317.670356,22.997400,0.999602,0.993396,0.003546,0.442777,0.000036,0.000054,-0.000002,0.000054,0.000036,-84.095425,0.000091,
2236,3163,-0.577238703938768,11.2292541879315,0.0308898607016772,0.003706,-0.032655,0.007584,0.134063,-1.447466,312.659051,23.508248,0.999423,0.990401,0.003867,0.459333,0.000001,0.000012,-0.000006,0.000015,-0.000001,-66.894946,0.000016,
2221,3073,-0.887649651154192,9.27634784891793,0.0247168866130778,0.003431,-0.033012,0.008626,0.118241,-1.458729,314.099408,23.367885,0.999648,0.992855,0.003337,0.414725,0.000004,0.000003,-0.000010,0.000013,-0.000006,-43.369916,0.000013,
2191,2953,-1.5199167955241,6.67017928068846,0.00819037470944295,0.002767,-0.032955,0.009393,0.086232,-1.430187,315.972027,23.123425,0.999357,0.991484,0.003749,0.471795,0.000016,0.000016,0.000004,0.000020,0.000012,46.417421,0.000032,
2116,2533,-3.08278263081101,-2.47106767440719,-0.0222212537723863,0.001126,-0.032608,0.000076,0.040587,-1.446753,322.775280,22.805101,0.999047,0.984800,0.004878,0.495146,0.000136,0.000052,0.000022,0.000141,0.000047,13.872775,0.000196,
2476,2953,4.67531952689922,6.68872017112043,-0.00633582032298818,0.003396,-0.033699,0.004735,0.123715,-1.494821,315.787387,23.768511,0.999141,0.988409,0.004304,0.436016,0.000028,-0.000005,0.000004,0.000028,-0.000005,6.724162,0.000030,
2506,3103,5.29988590150472,9.94917133391136,0.0159618024979409,0.003929,-0.033453,0.004374,0.149180,-1.494382,313.624418,24.401281,0.999643,0.992411,0.003503,0.477046,0.000014,0.000020,0.000032,0.000049,-0.000015,47.496528,0.000050,
2191,2923,-1.51493909992948,6.01938702234376,-0.00126805152211773,0.003189,-0.032925,0.008566,0.108177,-1.447265,316.403449,23.131280,0.999344,0.990722,0.003900,0.418971,0.000020,0.000021,0.000006,0.000027,0.000014,45.377045,0.000042,
2071,2368,-4.03584757645121,-6.07394332750617,-0.00802246345597268,-0.000149,-0.032902,-0.003575,-0.007307,-1.486738,325.729472,22.950000,0.997735,0.978989,0.005798,0.408099,0.000294,0.000189,0.000042,0.000309,0.000175,19.397181,0.000489,
2056,2278,-4.34938945931556,-8.04012103134339,-0.00786520457825191,-0.000992,-0.033469,-0.004065,-0.044753,-1.508747,327.223638,23.095364,0.999630,0.990386,0.004264,0.311598,0.000404,0.000320,0.000086,0.000458,0.000266,31.933430,0.000733,
2251,3208,-0.258719883961955,12.2052717632067,0.0409889502477085,0.003823,-0.033197,0.004062,0.150474,-1.469654,311.991552,23.634229,0.999706,0.995012,0.003128,0.443650,0.000002,0.000010,-0.000001,0.000010,0.000001,-80.498123,0.000013,
2161,2788,-2.14544449651944,3.08453601149369,-0.0241784061339558,0.002510,-0.032590,0.002421,0.096661,-1.456421,318.498199,22.959970,0.999467,0.989947,0.004116,0.431130,0.000038,0.000051,-0.000010,0.000057,0.000032,-60.387534,0.000090,
