Image X[Pixel],Image Y[Pixel],X[mm],Y[mm],Z[mm],Horizontal Displacement U[mm],Vertical Displacement V[mm],Out-Of-Plane: W[mm],Horizontal: u[Pixel],Vertical: v[Pixel],Horizontal: q[Pixel],Vertical: r[Pixel],Correlation Value 2D,Correlation Value Persp,Sigma,Epipolar Distance,Strain-global frame: Exx,Strain-global frame: Eyy,Strain-global frame: Exy,Maximum Principal Strain: EI,Minimum Principal Strain: EII,Shear Angle Gamma,Von Mises Equivalent Strain,
2011,1993,-5.27942855334302,-14.2513760108131,0.026363370870115,0.005234,0.000859,-0.004052,0.251296,0.025729,332.617500,24.957034,0.998873,0.982504,0.005254,0.341264,-0.000003,-0.000160,-0.000031,0.000003,-0.000166,-10.889483,0.000190,
2056,2218,-4.33277943954407,-9.32127024487961,0.0123843367185827,0.005676,-0.000143,0.001829,0.255484,0.045516,328.631051,24.602779,0.998573,0.982015,0.005290,0.368292,-0.000005,0.000014,0.000025,0.000031,-0.000022,55.838151,0.000032,
2026,2068,-4.96309676191614,-12.6090693214849,0.0327063896992286,0.005529,-0.000700,0.003720,0.243301,0.008909,331.369606,24.745826,0.999708,0.992334,0.003654,0.399648,0.000007,-0.000089,0.000013,0.000009,-0.000091,7.811559,0.000100,
2041,2143,-4.64802239609066,-10.9646431859568,0.0203880844232458,0.005393,-0.000329,0.001190,0.244154,0.024054,329.976345,24.630465,0.998295,0.981875,0.005781,0.414895,-0.000023,-0.000003,0.000016,0.000006,-0.000032,60.856018,0.000033,
2071,2293,-4.01867293564578,-7.68087463399875,0.000261884836163517,0.005337,-0.000256,0.001803,0.239942,0.028861,327.228052,24.439714,0.999798,0.993378,0.003764,0.438776,-0.000008,0.000014,0.000033,0.000038,-0.000032,54.134630,0.000041,
2116,2518,-3.07599147086406,-2.76564477790096,-0.0185846764627513,0.005442,-0.000435,0.002596,0.242427,0.011441,323.225004,24.357541,0.999232,0.987714,0.004382,0.396338,-0.000015,-0.000007,-0.000008,-0.000003,-0.000020,-58.210540,0.000024,
2101,2443,-3.38926491510518,-4.40350263924391,-0.00447144182146531,0.005717,-0.000280,0.004663,0.249133,0.046719,324.629894,24.348136,0.999387,0.987945,0.004401,0.456404,-0.000033,0.000004,0.000000,0.000004,-0.000033,89.463439,0.000036,
2086,2368,-3.70398590446123,-6.04215357218136,-0.00336216956083035,0.005383,-0.000752,0.002272,0.240586,-0.018552,325.914064,24.376058,0.998421,0.981077,0.005464,0.399208,-0.000007,-0.000001,0.000011,0.000008,-0.000016,51.835733,0.000016,
2131,2593,-2.76242210973399,-1.13023780225409,-0.0192704857395256,0.005303,-0.000606,0.007179,0.222334,0.060442,321.920819,24.307625,0.999394,0.990219,0.004208,0.499942,-0.000009,0.000000,-0.000003,0.000001,-0.000010,-74.979962,0.000011,
2266,3268,0.0558270898419941,13.5407823870859,0.0177870990542033,0.005545,-0.000302,0.005539,0.237286,0.030429,310.847294,25.289023,0.999655,0.992992,0.003385,0.461841,-0.000002,0.000041,0.000025,0.000053,-0.000013,65.132544,0.000055,
2161,2743,-2.13498480055638,2.13753571654713,-0.0267028950978556,0.005679,-0.000637,0.003430,0.250726,0.010368,319.337726,24.387684,0.999395,0.989289,0.004158,0.440826,-0.000002,-0.000001,-0.000010,0.000008,-0.000011,-45.463798,0.000011,
2146,2668,-2.44785269176931,0.503793738009179,-0.020610525657105,0.005701,0.000103,0.000036,0.262303,0.047502,320.673731,24.308443,0.999657,0.991616,0.003637,0.511394,0.000005,-0.000008,-0.000006,0.000008,-0.000011,-22.323881,0.000011,
2011,2008,-5.28263842745845,-13.9215638842878,0.0206735073665527,0.005025,-0.000767,0.004577,0.217934,0.008123,332.297078,24.975950,0.998876,0.984086,0.005098,0.297084,0.000018,-0.000121,-0.000005,0.000018,-0.000121,-1.880022,0.000130,
2191,2893,-1.50800584112586,5.39995700132702,-0.0102616857738553,0.005198,-0.000774,0.002782,0.230461,0.002262,316.914845,24.577393,0.999800,0.995058,0.003108,0.396085,0.000002,0.000021,0.000013,0.000027,-0.000005,62.311163,0.000029,
2236,3118,-0.567930441151056,10.2865984476297,0.018643206147658,0.005613,-0.000332,0.003649,0.246837,0.026826,313.380562,24.976774,0.999539,0.992237,0.003655,0.407429,-0.000009,0.000010,0.000006,0.000012,-0.000011,72.608862,0.000013,
2296,2023,0.93487158742283,-13.6027849197515,0.0319003651343337,0.005474,-0.000684,0.004875,0.233863,0.022425,331.138415,22.874693,0.999094,0.981669,0.005451,0.483626,-0.000037,-0.000031,0.000003,-0.000030,-0.000038,67.499315,0.000068,
2041,2158,-4.65152852470402,-10.6333819905314,0.00331532460961625,0.005395,-0.001048,0.005026,0.233432,0.012261,329.582282,24.713718,0.999334,0.986952,0.004726,0.315957,-0.000026,-0.000016,-0.000004,-0.000014,-0.000027,-73.082451,0.000043,
2056,2233,-4.33596732446887,-8.99279898382633,0.00513432187716489,0.005307,-0.000661,0.003629,0.233333,0.031457,328.307828,24.568404,0.999283,0.987886,0.004563,0.386011,-0.000006,0.000004,0.000025,0.000025,-0.000026,50.616451,0.000029,
2416,2623,3.43537540084756,-0.467599063094347,-0.0212433237816185,0.005330,-0.000688,0.004226,0.228961,0.023905,321.013356,24.067176,0.999447,0.988170,0.004139,0.469278,0.000014,0.000007,0.000002,0.000014,0.000007,14.623942,0.000022,
2026,2083,-4.96600748358923,-12.2797537530176,0.0284124774572092,0.005152,-0.000986,0.005232,0.221817,-0.008660,331.072225,24.764057,0.999263,0.986761,0.004633,0.357873,0.000001,-0.000062,0.000016,0.000005,-0.000066,13.864079,0.000073,
2251,3193,-0.25450802494456,11.9127614767565,0.0400528775073781,0.005482,-0.000710,0.005065,0.235914,0.011442,312.290141,25.143365,0.999517,0.992381,0.003477,0.396205,-0.000004,0.000020,0.000013,0.000026,-0.000010,66.016588,0.000027,
2206,2968,-1.19389700518676,7.02965367091505,0.00420283485789241,0.005624,-0.000494,0.004402,0.245055,0.032884,315.783671,24.698026,0.999446,0.990975,0.003764,0.413736,-0.000003,0.000023,0.000011,0.000027,-0.000007,69.686224,0.000028,
2356,2323,2.18666942270743,-7.02496569949124,0.00262565930279379,0.005165,-0.000558,0.005203,0.218261,0.027145,326.021453,23.303410,0.999687,0.994318,0.003653,0.485761,-0.000013,-0.000011,-0.000001,-0.000011,-0.000014,-71.196971,0.000024,
2326,2173,1.56095838446501,-10.3090949954518,0.0169546790252184,0.005231,-0.000791,0.007944,0.212013,0.029212,328.557593,23.238083,0.998767,0.979145,0.005490,0.300153,-0.000019,-0.000011,0.000003,-0.000010,-0.000020,72.391021,0.000030,
2476,2923,4.68247988881636,6.07096496128483,-0.0181934568932434,0.005236,-0.000253,0.002123,0.232401,0.005104,316.262117,25.274901,0.999351,0.986098,0.004453,0.323142,-0.000017,-0.000002,0.000013,0.000005,-0.000025,60.067416,0.000026,
2461,2848,4.37023083590329,4.43826753982357,-0.0306793411431272,0.005606,-0.000643,0.004586,0.240042,0.017304,317.356433,24.889403,0.999752,0.993436,0.003276,0.420078,-0.000024,0.000014,-0.000007,0.000016,-0.000025,-79.566027,0.000025,
2491,2998,4.99532441831581,7.70067728527199,0.00371289779286599,0.005246,-0.000454,0.004511,0.223572,0.004642,315.249098,25.535886,0.999388,0.988131,0.004121,0.384000,0.000002,0.000026,0.000035,0.000051,-0.000023,54.570991,0.000051,
2221,3043,-0.881547671579188,8.65867116041947,0.0107137349702384,0.005107,-0.000559,0.006621,0.213986,0.028625,314.543060,24.835102,0.999740,0.993612,0.003217,0.401138,-0.000001,0.000009,-0.000001,0.000009,-0.000001,-86.682798,0.000010,
2311,2098,1.24789548893766,-11.954552916733,0.0204766442777213,0.005316,-0.000746,0.004011,0.229491,0.021708,329.820294,23.072302,0.999483,0.981192,0.005375,0.362071,-0.000021,-0.000001,0.000014,0.000006,-0.000028,63.024788,0.000030,
2266,3283,0.0524792679259996,13.8659628471197,0.00721537533871697,0.005554,-0.000500,0.003771,0.243511,0.013032,310.518894,25.289711,0.999513,0.992651,0.003415,0.467448,-0.000003,0.000048,0.000026,0.000059,-0.000014,67.120826,0.000061,
2071,2308,-4.02194868056837,-7.35154132513757,-0.0106123048910831,0.005112,-0.000192,0.002943,0.226413,0.019733,326.882300,24.472495,0.999798,0.993078,0.003900,0.396372,-0.000010,0.000004,0.000028,0.000027,-0.000032,51.781044,0.000034,
